AZ,Host,Chip,VM,Start,Length,Color,Inst.,Anti-Afinidad,HOST,host_chip,Numero
AZ08,5,Chip 1,SGSN-MME GPB/LC,0,17,#B2005F,1,2,52,52 - AZ08 - 5,1 de 1
AZ08,5,Chip 1,INFRA,17,3,#000000,0,1,52,52 - AZ08 - 5,
AZ08,5,Chip 2,SAPC-PCRF TP,20,17,#27408B,1,1,52,52 - AZ08 - 5,1 de 1
AZ08,5,Chip 2,INFRA,37,3,#000000,0,1,52,52 - AZ08 - 5,
AZ08,6,Chip 1,SAPC-PCRF TP,0,17,#27408B,1,1,53,53 - AZ08 - 6,1 de 1
AZ08,6,Chip 1,INFRA,17,3,#000000,0,1,53,53 - AZ08 - 6,
AZ08,6,Chip 2,INFRA,37,3,#000000,0,1,53,53 - AZ08 - 6,
AZ08,7,Chip 1,SAPC-PCRF TP,0,17,#27408B,1,1,54,54 - AZ08 - 7,1 de 1
AZ08,7,Chip 1,INFRA,17,3,#000000,0,1,54,54 - AZ08 - 7,
AZ08,7,Chip 2,SGSN-MME GPB/LC,20,17,#B2005F,1,2,54,54 - AZ08 - 7,1 de 1
AZ08,7,Chip 2,INFRA,37,3,#000000,0,1,54,54 - AZ08 - 7,
AZ08,8,Chip 1,SGSN-MME GPB/LC,0,17,#B2005F,1,2,55,55 - AZ08 - 8,1 de 1
AZ08,8,Chip 1,INFRA,17,3,#000000,0,1,55,55 - AZ08 - 8,
AZ08,8,Chip 2,SAPC-PCRF TP,20,17,#27408B,1,1,55,55 - AZ08 - 8,1 de 1
AZ08,8,Chip 2,INFRA,37,3,#000000,0,1,55,55 - AZ08 - 8,
AZ08,9,Chip 1,SAPC-PCRF TP,0,17,#27408B,1,1,56,56 - AZ08 - 9,1 de 1
AZ08,9,Chip 1,INFRA,17,3,#000000,0,1,56,56 - AZ08 - 9,
AZ08,9,Chip 2,EPG-C SFOC,20,17,#00BFFF,1,2,56,56 - AZ08 - 9,1 de 1
AZ08,9,Chip 2,INFRA,37,3,#000000,0,1,56,56 - AZ08 - 9,
AZ08,10,Chip 1,SGSN-MME GPB/LC,0,17,#B2005F,1,2,57,57 - AZ08 - 10,1 de 1
AZ08,10,Chip 1,INFRA,17,3,#000000,0,1,57,57 - AZ08 - 10,
AZ08,10,Chip 2,SAPC-PCRF TP,20,17,#27408B,1,1,57,57 - AZ08 - 10,1 de 1
AZ08,10,Chip 2,INFRA,37,3,#000000,0,1,57,57 - AZ08 - 10,
AZ08,11,Chip 1,SGSN-MME GPB/LC,0,17,#B2005F,1,2,58,58 - AZ08 - 11,1 de 1
AZ08,11,Chip 1,INFRA,17,3,#000000,0,1,58,58 - AZ08 - 11,
AZ08,11,Chip 2,SAPC-PCRF TP,20,17,#27408B,1,1,58,58 - AZ08 - 11,1 de 1
AZ08,11,Chip 2,INFRA,37,3,#000000,0,1,58,58 - AZ08 - 11,
AZ08,12,Chip 1,SGSN-MME GPB/LC,0,17,#B2005F,1,2,59,59 - AZ08 - 12,1 de 1
AZ08,12,Chip 1,INFRA,17,3,#000000,0,1,59,59 - AZ08 - 12,
AZ08,12,Chip 2,SAPC-PCRF TP,20,17,#27408B,1,1,59,59 - AZ08 - 12,1 de 1
AZ08,12,Chip 2,INFRA,37,3,#000000,0,1,59,59 - AZ08 - 12,
AZ08,13,Chip 1,SGSN-MME GPB/LC,0,17,#B2005F,1,2,60,60 - AZ08 - 13,1 de 1
AZ08,13,Chip 1,INFRA,17,3,#000000,0,1,60,60 - AZ08 - 13,
AZ08,13,Chip 2,SAPC-PCRF TP,20,17,#27408B,1,1,60,60 - AZ08 - 13,1 de 1
AZ08,13,Chip 2,INFRA,37,3,#000000,0,1,60,60 - AZ08 - 13,
AZ08,14,Chip 1,SGSN-MME GPB/LC,0,17,#B2005F,1,2,61,61 - AZ08 - 14,1 de 1
AZ08,14,Chip 1,INFRA,17,3,#000000,0,1,61,61 - AZ08 - 14,
AZ08,14,Chip 2,SAPC-PCRF TP,20,17,#27408B,1,1,61,61 - AZ08 - 14,1 de 1
AZ08,14,Chip 2,INFRA,37,3,#000000,0,1,61,61 - AZ08 - 14,
AZ08,15,Chip 1,SGSN-MME GPB/LC,0,17,#B2005F,1,2,62,62 - AZ08 - 15,1 de 1
AZ08,15,Chip 1,INFRA,17,3,#000000,0,1,62,62 - AZ08 - 15,
AZ08,15,Chip 2,SAPC-PCRF TP,20,17,#27408B,1,1,62,62 - AZ08 - 15,1 de 1
AZ08,15,Chip 2,INFRA,37,3,#000000,0,1,62,62 - AZ08 - 15,
AZ08,16,Chip 1,EPG-C SFOC,0,17,#00BFFF,1,2,63,63 - AZ08 - 16,1 de 1
AZ08,16,Chip 1,INFRA,17,3,#000000,0,1,63,63 - AZ08 - 16,
AZ08,16,Chip 2,SAPC-PCRF TP,20,17,#27408B,1,1,63,63 - AZ08 - 16,1 de 1
AZ08,16,Chip 2,INFRA,37,3,#000000,0,1,63,63 - AZ08 - 16,
AZ08,17,Chip 1,EPG-C SFOC,0,17,#00BFFF,1,2,64,64 - AZ08 - 17,1 de 1
AZ08,17,Chip 1,INFRA,17,3,#000000,0,1,64,64 - AZ08 - 17,
AZ08,17,Chip 2,SAPC-PCRF TP,20,17,#27408B,1,1,64,64 - AZ08 - 17,1 de 1
AZ08,17,Chip 2,INFRA,37,3,#000000,0,1,64,64 - AZ08 - 17,
AZ08,18,Chip 1,EPG-C SFOC,0,17,#00BFFF,1,2,65,65 - AZ08 - 18,1 de 1
AZ08,18,Chip 1,INFRA,17,3,#000000,0,1,65,65 - AZ08 - 18,
AZ08,18,Chip 2,SAPC-PCRF TP,20,17,#27408B,1,1,65,65 - AZ08 - 18,1 de 1
AZ08,18,Chip 2,INFRA,37,3,#000000,0,1,65,65 - AZ08 - 18,
AZ08,19,Chip 1,INFRA,17,3,#000000,0,1,66,66 - AZ08 - 19,
AZ08,19,Chip 2,SAPC-PCRF TP,20,17,#27408B,1,1,66,66 - AZ08 - 19,1 de 1
AZ08,19,Chip 2,INFRA,37,3,#000000,0,1,66,66 - AZ08 - 19,
AZ08,20,Chip 1,EPG-C SFOC,0,17,#00BFFF,1,2,67,67 - AZ08 - 20,1 de 1
AZ08,20,Chip 1,INFRA,17,3,#000000,0,1,67,67 - AZ08 - 20,
AZ08,20,Chip 2,SAPC-PCRF TP,20,17,#27408B,1,1,67,67 - AZ08 - 20,1 de 1
AZ08,20,Chip 2,INFRA,37,3,#000000,0,1,67,67 - AZ08 - 20,
AZ08,21,Chip 1,SGSN-MME GPB/LC,0,17,#B2005F,1,2,68,68 - AZ08 - 21,1 de 1
AZ08,21,Chip 1,INFRA,17,3,#000000,0,1,68,68 - AZ08 - 21,
AZ08,21,Chip 2,SAPC-PCRF TP,20,17,#27408B,1,1,68,68 - AZ08 - 21,1 de 1
AZ08,21,Chip 2,INFRA,37,3,#000000,0,1,68,68 - AZ08 - 21,
AZ08,22,Chip 1,SAPC-PCRF TP,0,17,#27408B,1,1,69,69 - AZ08 - 22,1 de 1
AZ08,22,Chip 1,INFRA,17,3,#000000,0,1,69,69 - AZ08 - 22,
AZ08,22,Chip 2,EPG-C SFOC,20,17,#00BFFF,1,2,69,69 - AZ08 - 22,1 de 1
AZ08,22,Chip 2,INFRA,37,3,#000000,0,1,69,69 - AZ08 - 22,
AZ08,23,Chip 1,SAPC-PCRF TP,0,17,#27408B,1,1,70,70 - AZ08 - 23,1 de 1
AZ08,23,Chip 1,INFRA,17,3,#000000,0,1,70,70 - AZ08 - 23,
AZ08,23,Chip 2,SGSN-MME GPB/LC,20,17,#B2005F,1,2,70,70 - AZ08 - 23,1 de 1
AZ08,23,Chip 2,INFRA,37,3,#000000,0,1,70,70 - AZ08 - 23,
AZ08,24,Chip 1,EPG-C SFOC,0,17,#00BFFF,1,2,71,71 - AZ08 - 24,1 de 1
AZ08,24,Chip 1,INFRA,17,3,#000000,0,1,71,71 - AZ08 - 24,
AZ08,24,Chip 2,SAPC-PCRF TP,20,17,#27408B,1,1,71,71 - AZ08 - 24,1 de 1
AZ08,24,Chip 2,INFRA,37,3,#000000,0,1,71,71 - AZ08 - 24,
AZ08,25,Chip 1,SAPC-PCRF TP,0,17,#27408B,1,1,72,72 - AZ08 - 25,1 de 1
AZ08,25,Chip 1,INFRA,17,3,#000000,0,1,72,72 - AZ08 - 25,
AZ08,25,Chip 2,SGSN-MME GPB/LC,20,17,#B2005F,1,2,72,72 - AZ08 - 25,1 de 1
AZ08,25,Chip 2,INFRA,37,3,#000000,0,1,72,72 - AZ08 - 25,
AZ08,26,Chip 1,SAPC-PCRF TP,0,17,#27408B,1,1,73,73 - AZ08 - 26,1 de 1
AZ08,26,Chip 1,INFRA,17,3,#000000,0,1,73,73 - AZ08 - 26,
AZ08,26,Chip 2,SGSN-MME GPB/LC,20,17,#B2005F,1,2,73,73 - AZ08 - 26,1 de 1
AZ08,26,Chip 2,INFRA,37,3,#000000,0,1,73,73 - AZ08 - 26,
AZ08,27,Chip 1,SGSN-MME GPB/LC,0,17,#B2005F,1,2,74,74 - AZ08 - 27,1 de 1
AZ08,27,Chip 1,INFRA,17,3,#000000,0,1,74,74 - AZ08 - 27,
AZ08,27,Chip 2,SAPC-PCRF TP,20,17,#27408B,1,1,74,74 - AZ08 - 27,1 de 1
AZ08,27,Chip 2,INFRA,37,3,#000000,0,1,74,74 - AZ08 - 27,
AZ08,28,Chip 1,SAPC-PCRF TP,0,17,#27408B,1,1,75,75 - AZ08 - 28,1 de 1
AZ08,28,Chip 1,INFRA,17,3,#000000,0,1,75,75 - AZ08 - 28,
AZ08,28,Chip 2,SGSN-MME GPB/LC,20,17,#B2005F,1,2,75,75 - AZ08 - 28,1 de 1
AZ08,28,Chip 2,INFRA,37,3,#000000,0,1,75,75 - AZ08 - 28,
AZ08,29,Chip 1,SAPC-PCRF TP,0,17,#27408B,1,1,76,76 - AZ08 - 29,1 de 1
AZ08,29,Chip 1,INFRA,17,3,#000000,0,1,76,76 - AZ08 - 29,
AZ08,29,Chip 2,SGSN-MME GPB/LC,20,17,#B2005F,1,2,76,76 - AZ08 - 29,1 de 1
AZ08,29,Chip 2,INFRA,37,3,#000000,0,1,76,76 - AZ08 - 29,
AZ08,30,Chip 1,SGSN-MME GPB/LC,0,17,#B2005F,1,2,77,77 - AZ08 - 30,1 de 1
AZ08,30,Chip 1,INFRA,17,3,#000000,0,1,77,77 - AZ08 - 30,
AZ08,30,Chip 2,SAPC-PCRF TP,20,17,#27408B,1,1,77,77 - AZ08 - 30,1 de 1
AZ08,30,Chip 2,INFRA,37,3,#000000,0,1,77,77 - AZ08 - 30,
AZ09,1,Chip 1,CSCF SC,0,4,#02675F,1,1,78,78 - AZ09 - 1,1 de 1
AZ09,1,Chip 1,MTAS-1 SC,4,5,#F7C7AC,1,1,78,78 - AZ09 - 1,1 de 1
AZ09,1,Chip 1,SBG SC,9,4,#00A6A6,1,1,78,78 - AZ09 - 1,1 de 1
AZ09,1,Chip 1,SGSN-MME NCB,13,4,#B2005F,1,1,78,78 - AZ09 - 1,1 de 1
AZ09,1,Chip 1,INFRA,17,3,#000000,0,1,78,78 - AZ09 - 1,
AZ09,1,Chip 2,DRA SC,20,3,#FDD835,1,1,78,78 - AZ09 - 1,1 de 1
AZ09,1,Chip 2,EPG-C RP,23,2,#00BFFF,1,1,78,78 - AZ09 - 1,1 de 1
AZ09,1,Chip 2,EPG-U RP,25,2,#1E88E5,1,1,78,78 - AZ09 - 1,1 de 1
AZ09,1,Chip 2,MTAS-2 SC,27,5,#FADECE,2,1,78,78 - AZ09 - 1,1 de 1
AZ09,1,Chip 2,SAPC-PCRF SC,32,2,#27408B,1,1,78,78 - AZ09 - 1,1 de 1
AZ09,1,Chip 2,SGSN-MME FSB,34,2,#B2005F,1,1,78,78 - AZ09 - 1,1 de 1
AZ09,1,Chip 2,INFRA,37,3,#000000,0,1,78,78 - AZ09 - 1,
AZ09,2,Chip 1,CSCF SC,0,4,#02675F,1,1,79,79 - AZ09 - 2,1 de 1
AZ09,2,Chip 1,DRA SC,4,3,#FDD835,1,1,79,79 - AZ09 - 2,1 de 1
AZ09,2,Chip 1,MTAS-2 SC,7,5,#FADECE,2,1,79,79 - AZ09 - 2,1 de 1
AZ09,2,Chip 1,INFRA,17,3,#000000,0,1,79,79 - AZ09 - 2,
AZ09,2,Chip 2,EPG-C RP,20,2,#00BFFF,1,1,79,79 - AZ09 - 2,1 de 1
AZ09,2,Chip 2,HLR-FE AP - SC,22,5,#8BC34A,1,1,79,79 - AZ09 - 2,1 de 1
AZ09,2,Chip 2,HSS-FE SC,27,2,#43A047,1,1,79,79 - AZ09 - 2,1 de 1
AZ09,2,Chip 2,PDRA SC,29,3,#FF7300,1,1,79,79 - AZ09 - 2,1 de 1
AZ09,2,Chip 2,SGSN-MME NCB,32,4,#B2005F,1,1,79,79 - AZ09 - 2,1 de 1
AZ09,2,Chip 2,INFRA,37,3,#000000,0,1,79,79 - AZ09 - 2,
AZ09,3,Chip 1,MTAS-1 SC,0,5,#F7C7AC,1,1,80,80 - AZ09 - 3,1 de 1
AZ09,3,Chip 1,PDRA SC,5,3,#FF7300,1,1,80,80 - AZ09 - 3,1 de 1
AZ09,3,Chip 1,SAPC-PCRF SC,8,2,#27408B,1,1,80,80 - AZ09 - 3,1 de 1
AZ09,3,Chip 1,INFRA,17,3,#000000,0,1,80,80 - AZ09 - 3,
AZ09,3,Chip 2,EPG-U RP,20,2,#1E88E5,1,1,80,80 - AZ09 - 3,1 de 1
AZ09,3,Chip 2,HLR-FE AP - SC,22,5,#8BC34A,1,1,80,80 - AZ09 - 3,1 de 1
AZ09,3,Chip 2,HSS-FE SC,27,2,#43A047,1,1,80,80 - AZ09 - 3,1 de 1
AZ09,3,Chip 2,SBG SC,29,4,#00A6A6,1,1,80,80 - AZ09 - 3,1 de 1
AZ09,3,Chip 2,SGSN-MME FSB,33,2,#B2005F,1,1,80,80 - AZ09 - 3,1 de 1
AZ09,3,Chip 2,INFRA,37,3,#000000,0,1,80,80 - AZ09 - 3,
